epoch,hours
0,0.0
100,0.24719538807819108
200,0.483595065038545
300,0.7710620580592382
400,1.0349707645189992
500,1.2726016547947057
600,1.543104086828265
700,1.745831856296728
800,2.0897547525645295
900,2.289005188808993
1000,2.524416570076762
1100,2.9196184113448727
1200,3.118515999864136
1300,3.4506938475397275
1400,3.7325170361333164
1500,3.9102854320526683
1600,4.200064125886261
1700,4.466411588864802
1800,4.724570878756766
1900,5.149856183704455
2000,5.594135799691949
