epoch,hours
0,0.0
100,0.7251860631719477
200,1.438510187090452
300,2.1416510022376336
400,2.95926764439484
500,3.785431885892485
600,4.542606181812085
700,5.0828220373904225
800,5.930802775088456
900,6.574956940550528
1000,7.645492439381333
1100,8.433240585196057
1200,9.309381998905888
1300,9.777604147782485
1400,10.625444520451861
1500,11.586064247348151
1600,12.637018429116917
1700,13.085795863406334
1800,14.421179246827851
1900,14.916332298984868
2000,16.219628165296886
