epoch,hours
0,0.0
100,0.5262594149421954
200,1.0360123819041789
300,1.5915909498146512
400,2.092763734717616
500,2.684920732317725
600,3.2503149465320367
700,3.7114748187090587
800,4.350738217206143
900,4.9283737657428635
1000,5.336148113718895
1100,5.838534881690495
1200,6.425176549419511
1300,7.099844628322445
1400,7.541194562002175
1500,8.317472458541095
1600,9.06859146355362
1700,9.493059640356513
1800,10.291682949575511
1900,10.815881126511574
2000,11.428769801948947
