epoch,hours
0,0.0
100,0.5928846835940226
200,1.199647882299812
300,1.7372814089480695
400,2.4378433643813957
500,2.946221993633499
600,3.5286622591007255
700,4.312729817804395
800,4.918053123108957
900,5.584173337929404
1000,6.108689718329076
1100,6.602401552169023
1200,7.380770411590553
1300,7.870811552686466
1400,8.64023361135813
1500,9.167397992456495
1600,10.100114304513038
1700,10.523605675208996
1800,11.7510652439247
1900,12.300076509663773
2000,12.729700119485724
