peak_shave
486.6133333333334
340.4800000000003
765.6533333333333
405.8666666666665
647.6799999999996
720.746666666666
633.92
721.0666666666667
861.7599999999994
592.6399999999994
715.8399999999999
997.546666666666
570.9866666666663
1117.6533333333332
1161.1733333333332
846.2933333333332
744.9600000000002
974.293333333333
761.8133333333329
879.5733333333327
990.8266666666664
572.3733333333334
1114.0266666666662
1220.1599999999992
742.6133333333324
1077.8666666666663
1039.893333333333
988.2666666666664
960.106666666666
828.2666666666667
1047.4666666666667
1138.346666666666
1199.8933333333327
1088.4266666666665
1094.8266666666664
1034.6666666666663
1226.5599999999995
837.4399999999994
1086.72
1214.933333333333
1027.946666666666
1166.186666666666
844.8
1293.226666666666
1217.7066666666665
1463.1466666666663
1352.106666666666
1198.4
1109.0133333333329
1283.1999999999996
1297.2799999999993
1306.133333333333
1426.5600000000002
1212.373333333333
1462.4000000000003
1508.2666666666664
1284.16
1206.4
1619.9466666666665
1262.7199999999998
1318.6133333333323
1440.213333333333
1367.573333333334
1380.373333333333
1557.8666666666666
1363.7333333333336
1429.2266666666665
1618.346666666666
1110.2933333333326
1121.2799999999993
1428.906666666666
1377.813333333333
1436.5866666666664
1719.2533333333336
1517.226666666666
1555.6266666666663
1113.9199999999994
1601.5999999999992
1820.48
1369.7066666666665
1411.9466666666665
1568.213333333333
1499.3066666666664
1556.9066666666663
1427.3066666666668
1596.373333333333
1564.479999999999
1737.7066666666667
1140.6933333333327
1646.7199999999998
1645.226666666666
1731.2
1794.773333333333
1597.8666666666663
1568.3199999999997
1712.1066666666663
1715.626666666666
1600.7466666666664
1888.4266666666665
1651.6266666666666
1819.4133333333327
1343.1466666666663
1545.5999999999997
1433.1733333333332
1691.5199999999995
1729.4933333333329
1458.5599999999993
1461.973333333333
1673.3866666666663
1869.5466666666655
1799.0399999999995
1734.8266666666666
1689.7066666666665
1695.466666666666
1876.586666666666
1986.6666666666663
1905.3866666666663
1828.7999999999995
1749.1199999999997
1651.9466666666665
1796.3733333333332
1635.9466666666667
1604.373333333333
1753.1733333333334
1885.013333333333
1589.013333333333
1673.7066666666665
1988.16
2039.7866666666664
1864.106666666667
2031.893333333333
