epoch,hours
0,0.0
100,0.6557265654669001
200,1.3344594816059223
300,1.9889812733141965
400,2.7251566624739825
500,3.3768903441922924
600,4.122179590632357
700,4.924051887777952
800,5.716594356631926
900,6.316716227622878
1000,7.18674057081375
1100,7.7330613567488795
1200,8.728080009841065
1300,9.313622280063665
1400,10.18885838046392
1500,10.6373292221949
1600,11.677100789761466
1700,12.264883800169246
1800,13.434656628725481
1900,14.025643421737323
2000,14.80454574683105
