epoch,hours
0,0.0
100,0.8506654390164681
200,1.7506071186653984
300,2.560104003685989
400,3.486622669303212
500,4.422911921091839
600,5.3313008351613
700,5.975114571261356
800,6.934567996946605
900,7.9121746283542285
1000,9.071450925163036
1100,9.689678234599768
1200,10.520109461345475
1300,11.633411082650396
1400,12.47057055359473
1500,13.824907371902896
1600,14.708242346864393
1700,15.22232679521382
1800,16.980451429324717
1900,17.569350692386166
2000,18.93695233159167
