epoch,hours
0,0.0
100,0.4314819909562808
200,0.8448095134880692
300,1.3053700019854246
400,1.7052987500289023
500,2.248546249747812
600,2.684968519059693
700,3.1827602747240937
800,3.481107105564828
900,3.9756807578843074
1000,4.368735237962175
1100,4.899686606291342
1200,5.541410380294844
1300,5.813857730196127
1400,6.283700505721346
1500,7.086141106556643
1600,7.252517669150137
1700,8.051751980068673
1800,8.184623184308633
1900,8.856538248728226
2000,9.34761593783551
